id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_iron_herald_the_unbroken_line	The Unbroken Line	Until the start of your next turn, any ally within 30 meters who would be reduced to 0 HP is instead reduced to 1 HP. This effect applies once per ally. Applies to all allies simultaneously — not a single target. The Herald holds the line.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""6"",""startingHand"":""""}"
card_iron_herald_command_field	Command Field	Expand your active Command Zone's radius to 30 meters until the start of your next turn. While expanded, allies deal +IRON (instead of +VEIL) on their first card per turn. Enemies in the Zone have Disadvantage on attacks against targets outside the Zone — they cannot effectively strike beyond the field you control.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Zone"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""7"",""startingHand"":""""}"
card_iron_herald_override_broadcast	Override Broadcast	Deal 12 + SIGNAL damage to one target. Apply Stagger. If target has active cybernetic enhancements, also apply Overheat 2 and suppress their Reaction for this round.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Signal Attack"",""baseDamage"":""12"",""damageStat"":""SIGNAL"",""keywords"":""Stagger|Overheat 2"",""unlockLevel"":""7"",""startingHand"":""""}"
card_iron_herald_field_of_authority	Field of Authority	Establish a Command Zone. All enemies who enter the Zone this turn must succeed against your VEIL (contested against their IRON) or lose their ability to play Tier 3 cards this turn — they cannot operate at full power in a space you command.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Zone"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Contested"",""unlockLevel"":""8"",""startingHand"":""""}"
card_iron_herald_priority_elimination	Priority Elimination	Deal 13 + IRON damage to your current Priority Target. All allies within 40 meters may use their Reaction this round to make one Basic Attack against the Priority Target (this does not expend their round Reaction for other uses — it is a Herald-granted opportunity).	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Melee Attack"",""baseDamage"":""13"",""damageStat"":""IRON"",""keywords"":"""",""unlockLevel"":""8"",""startingHand"":""""}"
card_iron_herald_signal_dominance	Signal Dominance	Deal 10 + SIGNAL damage to all enemies within your Command Zone simultaneously.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Signal Attack"",""baseDamage"":""10"",""damageStat"":""SIGNAL"",""keywords"":""SIGNAL"",""unlockLevel"":""9"",""startingHand"":""""}"
card_iron_herald_command_presence	Command Presence	Passive. This card counts toward your hand size but is never ""played."" While this card is in your hand: at the start of each of your turns, enemies within 20 meters of you must spend 1 additional AP to target allies (not you) with attacks — your command presence redirects threat toward the Herald. Enemies without cybernetic enhancements are unaffected.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Social"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Passive"",""unlockLevel"":""9"",""startingHand"":""""}"
card_iron_herald_the_living_standard	The Living Standard	Reaction. Triggered when an ally within 30 meters would be reduced to 0 HP. That ally is reduced to 1 HP instead. Apply Regen 3 to them. You gain Taunt against the attacker until your next turn — they attacked your standard and you have noted it.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Regen 3|Taunt|Reaction"",""unlockLevel"":""10"",""startingHand"":""""}"
card_iron_herald_zone_of_advance	Zone of Advance	Establish a Command Zone. All allies within 60 meters may immediately move up to their EDGE in meters toward the Zone without triggering responses. Enemies within the Zone cannot use Reaction cards until the end of their next turn — the advance was too coordinated to respond to.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""2"",""cardType"":""Zone"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""10"",""startingHand"":""""}"
card_iron_herald_herald_s_sanctum	Herald's Sanctum	Establish a Sanctum Zone centered on a point within 40 meters. Within the 25-meter radius: all enemies take Expose 2; all allies gain Guard equal to your IRON; Silence applies to all enemies for 2 full rounds; and enemies cannot enter or exit the Zone on a turn where they have already played a card — they are held in place by the field's authority. The Sanctum lasts 3 rounds.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Zone"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose 2|Guard|Silence"",""unlockLevel"":""11"",""startingHand"":""""}"
card_iron_herald_war_room_command	War Room Command	Until the start of your next turn, all allies in combat gain the following simultaneously: +VEIL to all damage; their Basic Attacks cost 0 AP (already free, but may now be used an additional time this turn); any enemy that attacks an ally grants that ally a free Reaction Basic Attack in response. You have broadcast a complete tactical picture. Everyone knows what to do.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Command"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""12"",""startingHand"":""""}"
card_iron_herald_command_field_total	Command Field: Total	Your Command Zone becomes a Total Command Field until the start of your next turn. Within the Zone: enemies take 6 + VEIL damage at the start of each of their turns; enemies cannot designate Priority Targets or use social/command cards; allies deal maximum base damage on all Attack cards (no bonus stats — just maximized base values). The Herald's zone is not a suggestion.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Zone"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""13"",""startingHand"":""""}"
card_iron_herald_signal_supreme	Signal Supreme	Deal 20 + SIGNAL damage to one target. Apply Overheat 3 and Silence for 2 rounds. If this target is within your Command Zone, the effect jumps — apply Overheat 1 and Silence (1 round) to all enemies within 15 meters of the original target as well.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Signal Attack"",""baseDamage"":""20"",""damageStat"":""SIGNAL"",""keywords"":""Chain|Overheat 3|Silence|Area"",""unlockLevel"":""14"",""startingHand"":""""}"
card_iron_herald_priority_all_fronts	Priority: All Fronts	Apply Priority Target to all enemies currently in combat simultaneously. While any enemy has Priority Target from this card, all allies deal +5 bonus damage on every attack. When the first Priority Target enemy is reduced to 0 HP this combat, all remaining Priority Target enemies become Vulnerable 2.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Command"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Vulnerable 2"",""unlockLevel"":""15"",""startingHand"":""""}"
card_iron_herald_field_of_reckoning	Field of Reckoning	Establish a Command Zone. Immediately deal 16 + IRON damage to one enemy within the Zone. All allies within 40 meters may immediately reposition into the Zone (up to their EDGE in meters, no responses triggered). Until end of round, enemies attempting to leave the Zone take 8 + IRON damage as they go — the Herald does not permit disorderly retreat.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Zone"",""baseDamage"":""16"",""damageStat"":""IRON"",""keywords"":"""",""unlockLevel"":""16"",""startingHand"":""""}"
card_iron_herald_the_voice_that_ends_wars	The Voice That Ends Wars	All enemies within 60 meters must spend 2 AP (instead of their normal cost) to play any card this turn. All allies within 60 meters have their AP Max increased to 4 this turn only. Apply Taunt to yourself — every enemy in range now knows where the authority is. While Taunted enemies attack you, your allies act freely in the opened space.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Social"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Taunt|Area"",""unlockLevel"":""17"",""startingHand"":""""}"
card_iron_herald_signal_blackout	Signal Blackout	Apply a Signal Blackout to the entire combat space for 1 full round. All enemies lose access to Signal and Resonance cards for the duration. All enemies with cybernetic enhancements gain Overheat 2 immediately. Allies are unaffected. The Herald decides what this battlefield can and cannot transmit.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Zone"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Overheat 2"",""unlockLevel"":""18"",""startingHand"":""""}"
card_iron_herald_command_absolute	Command: Absolute	Until the start of your next turn, you establish Absolute Field: your Command Zone expands to encompass the entire combat space. All Zone-synergy effects activate for all allies simultaneously. All enemies in the space are treated as within the Command Zone for all purposes. All allies may play one additional card this turn at no AP cost (chosen by each ally). The battlefield is yours. Every enemy already knows it.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Command"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""19"",""startingHand"":""""}"
card_iron_herald_signal_supreme_full_authority	Signal Supreme: Full Authority	You take full control of all Wire Craft communications in the combat space for 1 full round. Mechanically: all enemies lose their Reaction for the round; all Signal cards played by enemies are redirected to target their own allies (DM adjudicates effect); all allies gain +SIGNAL to all damage; and you may reposition your Command Zone to any point in the combat space as a free action. After this round, all enemies have Overheat 3 from the broadcast. You were the line between what they could do and what they could not. You drew it. They found out where it was.	capstone				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:iron_herald"",""tier"":""3"",""cardType"":""Signal"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Overheat 3"",""unlockLevel"":""20"",""startingHand"":""""}"
card_curse_eater_absorb	Absorb	Deal 4 + RESONANCE damage to one target within 10 meters. Remove one debuff currently on yourself and apply it to the target instead. If this transfer raises your Loaded count to 0, gain Shield equal to your FRAME.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Resonant Attack"",""baseDamage"":""4"",""damageStat"":""RESONANCE"",""keywords"":""Shield"",""unlockLevel"":""1"",""startingHand"":""true""}"
card_curse_eater_corruption_sense	Corruption Sense	Passive. This card counts toward hand size and is never ""played."" While this card is in your hand: you automatically detect all status effects on every combatant at the start of each round (no action required). Additionally, at the start of your turn, if your Loaded count is 3+, gain Regen 2 for that turn — your body is processing, and processing generates heat.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Passive|Detection|Regen 2"",""unlockLevel"":""1"",""startingHand"":""true""}"
card_curse_eater_partial_discharge	Partial Discharge	Deal 5 + RESONANCE damage to one target within 15 meters. Trigger a Corruption Pulse (RESONANCE damage to all enemies within 10 meters; remove 1 debuff from yourself).	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Resonant Attack"",""baseDamage"":""5"",""damageStat"":""RESONANCE"",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""true""}"
card_curse_eater_loaded_strike	Loaded Strike	Deal 4 + FRAME damage. Deal +2 additional damage per Loaded stack currently on you (no maximum).	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Melee Attack"",""baseDamage"":""4"",""damageStat"":""FRAME"",""keywords"":"""",""unlockLevel"":""2"",""startingHand"":""""}"
card_curse_eater_purification_touch	Purification Touch	Remove all debuffs from one ally within touch range. For each debuff removed this way, gain 1 Loaded (the corruption goes into you). Gain Shield 3 per debuff transferred.	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Cleanse|Shield"",""unlockLevel"":""2"",""startingHand"":""""}"
card_curse_eater_contamination_tag	Contamination Tag	Apply Bleed 1 and Expose 1 to one target within 20 meters. If your Loaded count is 2+, apply Bleed 2 and Expose 1 instead.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Bleed|Expose"",""unlockLevel"":""3"",""startingHand"":""""}"
card_curse_eater_iron_gut	Iron Gut	Apply Guard equal to your FRAME + current Loaded count to yourself. If Loaded is 4+, also apply Regen 3.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard|Regen 3"",""unlockLevel"":""3"",""startingHand"":""""}"
card_curse_eater_willing_vessel	Willing Vessel	Reaction. Triggered when an enemy applies any debuff to you. Accept the debuff without resistance and immediately deal 3 + RESONANCE damage to the attacker. Gain Shield 4. The Curse Eater does not flinch. They were waiting for this.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":""3"",""damageStat"":""RESONANCE"",""keywords"":""Reaction|Shield 4"",""unlockLevel"":""4"",""startingHand"":""""}"
card_curse_eater_drift_reading	Drift Reading	Identify all debuffs currently on one target within 30 meters. Apply Expose 1 to that target. If they have 3+ active debuff stacks, apply Expose 2 and Vulnerable 1 instead.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Expose|Vulnerable"",""unlockLevel"":""4"",""startingHand"":""""}"
card_curse_eater_conversion_strike	Conversion Strike	Deal 6 + FRAME damage. On hit, remove one debuff from yourself and apply it to the target.	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Melee Attack"",""baseDamage"":""6"",""damageStat"":""FRAME"",""keywords"":"""",""unlockLevel"":""5"",""startingHand"":""""}"
card_curse_eater_mass_absorption	Mass Absorption	Remove one debuff from up to three allies within 15 meters. For each debuff absorbed this way, gain 1 Loaded. Gain Regen 2 per absorbed debuff (stacks, lasts 2 turns per stack).	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""1"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Cleanse|Regen"",""unlockLevel"":""5"",""startingHand"":""""}"
card_curse_eater_pulse_discharge	Pulse Discharge	Trigger a Corruption Pulse centered on yourself (RESONANCE damage to all enemies within 10 meters). Additionally, deal 10 + RESONANCE damage to one target within 20 meters. Remove up to 2 debuffs from yourself.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Resonant Attack"",""baseDamage"":""10"",""damageStat"":""RESONANCE"",""keywords"":""Area"",""unlockLevel"":""6"",""startingHand"":""""}"
card_curse_eater_the_body_remembers	The Body Remembers	Apply Shield equal to your FRAME × 2. If your Loaded count is 3+, apply Guard equal to your FRAME as well. If your Loaded count is 5+, also gain immunity to the next control card played against you this round.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Shield|Guard"",""unlockLevel"":""6"",""startingHand"":""""}"
card_curse_eater_weaponized_corruption	Weaponized Corruption	Deal 12 + RESONANCE damage. Apply Bleed 2 and Expose 2 to the target. If your Loaded count is 4+, deal 18 + RESONANCE instead and also apply Vulnerable 2.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Resonant Attack"",""baseDamage"":""12"",""damageStat"":""RESONANCE"",""keywords"":""Bleed 2|Expose 2|Vulnerable 2"",""unlockLevel"":""7"",""startingHand"":""""}"
card_curse_eater_corrupt_the_source	Corrupt the Source	Select one enemy. Transfer all debuff stacks currently on you to that target. Each transferred stack also applies 1 stack of Bleed (in addition to the original debuff) — the corruption has transformed in transit. After transfer, your Loaded count is 0.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Bleed"",""unlockLevel"":""7"",""startingHand"":""""}"
card_curse_eater_consumption_wave	Consumption Wave	Deal 11 + RESONANCE damage to all enemies within 15 meters. For each enemy hit, remove 1 debuff from yourself and apply that debuff to one of the hit enemies (your choice of which enemy receives which debuff). You eat what they gave you and send it back, distributed.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Resonant Attack"",""baseDamage"":""11"",""damageStat"":""RESONANCE"",""keywords"":""Area"",""unlockLevel"":""8"",""startingHand"":""""}"
card_curse_eater_absorption_mastery	Absorption Mastery	Reaction. Triggered when you take damage of any type. Take half damage and add 1 Loaded (you absorbed the impact). If this would bring your Loaded count to 5+, also gain Guard equal to your FRAME.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Reaction|Guard"",""unlockLevel"":""8"",""startingHand"":""""}"
card_curse_eater_loaded_state	Loaded State	Passive. While this card is in your hand: whenever any enemy applies a debuff to you, the next Resonant Attack card you play this turn has its base damage increased by 4. This bonus stacks if multiple debuffs are applied in the same turn (max +12 per turn).	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Passive"",""unlockLevel"":""9"",""startingHand"":""""}"
card_curse_eater_the_full_weight	The Full Weight	Deal damage equal to 8 + RESONANCE + (3 × Loaded count). This card gets stronger the worse you are doing. At Loaded 6+, also trigger a Corruption Pulse as part of this attack (no additional AP).	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Resonant Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""9"",""startingHand"":""""}"
card_curse_eater_great_absorption	Great Absorption	Remove all debuffs from yourself. For each removed, deal 2 + RESONANCE damage to one enemy within 20 meters (you choose the target per debuff; same target is allowed). After this card resolves, your Loaded count is 0 and you gain Shield 5.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":""2"",""damageStat"":""RESONANCE"",""keywords"":""Shield 5"",""unlockLevel"":""10"",""startingHand"":""""}"
card_curse_eater_corruption_channeled	Corruption Channeled	Deal 13 + FRAME damage. On hit, apply one copy of each debuff type currently on you to the target (Bleed, Burn, Expose, etc. — each type once, not each stack). Your Loaded count is unchanged — you kept them and gave them copies.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""2"",""cardType"":""Melee Attack"",""baseDamage"":""13"",""damageStat"":""FRAME"",""keywords"":""Bleed|Burn|Expose"",""unlockLevel"":""10"",""startingHand"":""""}"
card_curse_eater_drift_integration	Drift Integration	Deal 18 + RESONANCE damage. If your Loaded count is 3+, deal 24 + RESONANCE instead. Apply Vulnerable 2 and Expose 2 to the target. Trigger a Corruption Pulse. This card can only be played if you currently have at least 2 Loaded stacks — you need something to convert.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Resonant Attack"",""baseDamage"":""18"",""damageStat"":""RESONANCE"",""keywords"":""Vulnerable 2|Expose 2"",""unlockLevel"":""11"",""startingHand"":""""}"
card_curse_eater_the_conduit_opens	The Conduit Opens	Deal 16 + RESONANCE damage to all enemies within 20 meters. Apply Bleed 2 to all hit targets. Remove all debuffs from yourself (post-damage — you discharge them outward). Gain Regen 4 for 3 turns from the relief of emptying.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Resonant Attack"",""baseDamage"":""16"",""damageStat"":""RESONANCE"",""keywords"":""Area|Bleed 2|Regen 4"",""unlockLevel"":""12"",""startingHand"":""""}"
card_curse_eater_the_vessel_holds	The Vessel Holds	Until start of your next turn: you cannot be reduced below 1 HP by any single damage instance; every debuff applied to you grants you Shield 6 (applied immediately on receipt); and any enemy that applies a debuff to you takes 8 + RESONANCE damage immediately (the corruption burns on contact). The Vessel is not breaking today.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Shield 6"",""unlockLevel"":""13"",""startingHand"":""""}"
card_curse_eater_consumption_complete	Consumption: Complete	Deal damage equal to 14 + RESONANCE + (5 × Loaded count). Apply all debuff types currently on you to the target (copies — you retain your own). Trigger a Corruption Pulse. If Loaded is 5+, this attack cannot be mitigated by Guard or Shield.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Resonant Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Pierce"",""unlockLevel"":""14"",""startingHand"":""""}"
card_curse_eater_the_absorbed_become_the_weapon	The Absorbed Become the Weapon	All debuffs currently on you are simultaneously discharged as damage. Each debuff stack deals 4 + RESONANCE damage to all enemies within 15 meters (each stack separately — if you have Bleed 3, that is 3 instances of 4 + RESONANCE). After discharge, your Loaded count is 0. Gain HP equal to half the total damage dealt from this card.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Resonant Attack"",""baseDamage"":""4"",""damageStat"":""RESONANCE"",""keywords"":""Area"",""unlockLevel"":""15"",""startingHand"":""""}"
card_curse_eater_iron_gut_perfected	Iron Gut: Perfected	Apply Shield equal to your FRAME × 4. Apply Regen 5 for 4 turns. Apply Fortify until start of your next turn. If Loaded is 6+, this card also removes all Silence, Stagger, and Root effects from you as part of its resolution — the body has absorbed so much that control effects simply do not adhere anymore.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Shield|Regen 5|Fortify"",""unlockLevel"":""16"",""startingHand"":""""}"
card_curse_eater_the_drift_returns	The Drift Returns	Select one target. Apply every debuff type currently on you to that target at double stack value (if you have Bleed 2, they get Bleed 4; Expose 1 becomes Expose 2, etc., capped at each keyword's maximum). Remove those debuffs from yourself afterward. Deal 20 + RESONANCE damage to that target. What you carried, they now carry. The difference is you chose to carry it. They did not.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Resonant Attack"",""baseDamage"":""20"",""damageStat"":""RESONANCE"",""keywords"":""Pierce"",""unlockLevel"":""17"",""startingHand"":""""}"
card_curse_eater_corruption_overload	Corruption: Overload	Maximum Loaded required (Loaded 6+). Deal 22 + RESONANCE damage to all enemies within 25 meters. Trigger a Corruption Pulse. Apply Vulnerable 3 and Expose 3 to all enemies hit. Remove all debuffs from yourself. Gain HP equal to your RESONANCE × 4 from the released energy.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Resonant Attack"",""baseDamage"":""22"",""damageStat"":""RESONANCE"",""keywords"":""Area|Vulnerable 3|Expose 3"",""unlockLevel"":""18"",""startingHand"":""""}"
card_curse_eater_the_vessel_complete	The Vessel Complete	For 1 full round after this card is played, you become the Vessel Complete. All debuffs applied to you during this round are absorbed without effect (they still add to Loaded but deal no damage and impose no penalties). At the start of your next turn, every Loaded stack is discharged simultaneously: deal (6 + RESONANCE) per Loaded stack to all enemies within 20 meters, then trigger a Corruption Pulse, then gain HP equal to your RESONANCE × current FRAME. Your Loaded count resets to 0. The contamination does not leave you. It simply goes quiet. It will come back when the world needs you to carry it again.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Resonant Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""19"",""startingHand"":""""}"
