Name	Size	Type	Subtype	Alignment	Armor Class	Initiative	Hit Points	Hit Dice	Speed	Fly	Strength	Strength Saving Throw	Dexterity	Dexterity Saving Throw	Constitution	Constitution Saving Throw	Intelligence	Intelligence Saving Throw	Wisdom	Wisdom Saving Throw	Charisma	Charisma Saving Throw	Resistances	Immunities	Passive Perception	Darkvision	Languages	Challenge Rating	Description	Image
Specter	Medium	Undead		Chaotic Evil	12	2	22	5d8	30	50	1	-5	14	2	11	0	10	0	10	0	11	0	Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing, Thunder, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious	Necrotic, Poison, Charmed, Exhaustion	10	60	Understands Common plus one other language	1	# Traits\n**Incorporeal Movement**\nThe specter can move through\nother creatures and obects as if they ere ifficult\n\n**Terrain**\nIt takes 5 (1d10) Force damage if it ends its turn\n\n**Sunlight Sensitivity**\nWhile in sunlight, the specter has\n\n# Actions\n**Life Drain**\nMelee Attack Roll: +4, reach 5 ft. Hit: 7\n(2d6) Necrotic damage. If the target is a creature, its Hit\nPoint maximum decreases by an amount equal to the	
Sphinx of Lore	Large	Celestial		Lawful Neutral	17	10	170	20d10 + 60	40	60	18	4	15	2	16	3	18	4	18	4	18	4	Necrotic, Radiant	Psychic, Charmed, Frightened	18	0	Celestial, Common	11	# Traits\n**Inscrutable**\nNo magic can observe the sphinx remotely\n\n**or detect its thoughts without its permission**\nWisdom\n(Insight) checks made to ascertain its intentions or sin-\n\n**cerity are made with Disadvantage**\nLegendary Resistance (3/Day, or 4/Day in Lair). If\nthe sphinx fails a saving throw, it can choose to suc-\n\n**ceed instead**\nActions\n\n**Multiattack**\nThe sphinx makes three Claw attacks.\n\n**Claw**\nMelee Attack Roll: +8, reach 5 ft. Hit: 14 (3d6\n+ 4) Slashing damage.\nMind-Rending Roar (Recharge 5–6). Wisdom Saving\nThrow: DC 16, each enemy in a 300-foot Emanation\n\n**originating from the sphinx**\nFailure: 35 (10d6) Psychic\ndamage, and the target has the Incapacitated condition\n\n**Spellcasting**\nThe sphinx casts one of the following\nspells, requiring no Material components and using In-\ntelligence as the spellcasting ability (spell save DC 16):\nAt Will: Detect Magic , Identify , Mage Hand , Minor Illu-\nsion , Prestidigitation\n1/Day Each: Dispel Magic , Legend Lore , Locate Object ,\nPlane Shift , Remove Curse , Tongues\n\n# Legendary Actions	
Sphinx of Valor	Large	Celestial		Lawful Neutral	17	12	199	19d10 + 95	40	60	22	6	10	6	20	11	16	9	23	12	18	4	Necrotic, Radiant	Psychic, Charmed, Frightened	22	0	Celestial, Common	17	# Traits\n**Inscrutable**\nNo magic can observe the sphinx remotely\n\n**or detect its thoughts without its permission**\nWisdom\n(Insight) checks made to ascertain its intentions or sin-\n\n# Actions\n**Multiattack**\nThe sphinx makes two Claw attacks and\n\n**Claw**\nMelee Attack Roll: +12, reach 5 ft. Hit: 20 (4d6\n+ 6) Slashing damage.\nRoar (3/Day). The sphinx emits a magical roar. When-\never it roars, the roar has a different effect, as detailed\nbelow (the sequence resets when it takes a Long Rest):\n\n**First Roar**\nWisdom Saving Throw: DC 20, each enemy\n\n**in a 500-foot Emanation originating from the sphinx**\nFailure: The target has the Frightened condition\n\n**Second Roar**\nWisdom Saving Throw: DC 20, each\nenemy in a 500-foot Emanation originating from the\n\n**sphinx**\nFailure: The target has the Paralyzed condi-\ntion, and it repeats the save at the end of each of its\nturns, ending the effect on itself on a success. After 1\nminute, it succeeds automatically.\n\n**Third Roar**\nConstitution Saving Throw: DC 20, each\nenemy in a 500-foot Emanation originating from\n\n**the sphinx**\nFailure: 44 (8d10) Thunder damage, and\n\n**the target has the Prone condition**\nSuccess: Half\n\n**Spellcasting**\nThe sphinx casts one of the following\nspells, requiring no Material components and using\nWisdom as the spellcasting ability (spell save DC 20):\nAt Will: Detect Evil and Good , Thaumaturgy\n1/Day Each: Detect Magic , Dispel Magic , Greater Res-\ntoration , Heroes’ Feast , Zone of Truth\n\n# Legendary Actions	
Sphinx of Wonder	Tiny	Celestial		Lawful Good	13	3	24	7d4 + 7	20	40	6	-2	17	3	13	1	15	2	12	1	11	0	Necrotic, Psychic, Radiant		11	60	Celestial, Common	1	# Traits\n**Magic Resistance**\nThe sphinx has Advantage on saving\n\n# Actions\n**Rend**\nMelee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3)\nSlashing damage plus 7 (2d6) Radiant damage.\n\n# Reactions\nBurst of Ingenuity (2/Day). Trigger: The sphinx or an-\nother creature within 30 feet makes an ability check or\n**a saving throw**\nResponse: The sphinx adds 2 to the roll.	
Spirit Naga	Large	Fiend		Chaotic Evil	17	3	135	18d10 + 36	40	0	18	4	17	6	14	5	16	3	15	5	16	6		Poison, Charmed, Poisoned	12	60	Abyssal, Common	8	# Traits\n**Fiendish Restoration**\nIf it dies, the naga returns to life\n\n**in 1d6 days and regains all its Hit Points**\nOnly a Wish\n\n# Actions\n**Multiattack**\nThe naga makes three attacks, using Bite\n\n**Bite**\nMelee Attack Roll: +7, reach 10 ft. Hit: 7 (1d6 + 4)\nPiercing damage plus 14 (4d6) Poison damage.\n\n**Necrotic Ray**\nRanged Attack Roll: +6, range 60 ft. Hit:\n21 (6d6) Necrotic damage.\n\n**Spellcasting**\nThe naga casts one of the following\nspells, requiring no Somatic or Material components\nand using Intelligence as the spellcasting ability (spell\nsave DC 14):\nAt Will: Detect Magic , Mage Hand , Minor Illusion , Wa-\nter Breathing\n2/Day Each: Detect Thoughts , Dimension Door ,\nHold Person (level 3 version), Lightning Bolt (level\n4 version)	
Sprite	Tiny	Fey		Neutral Good	15	4	10	4d4	10	40	3	-4	18	4	10	0	14	2	13	1	11	0			13	0	Common, Elvish, Sylvan	1/4	# Actions\n**Needle Sword**\nMelee Attack Roll: +6, reach 5 ft. Hit: 6\n(1d4 + 4) Piercing damage.\n\n**Enchanting Bow**\nRanged Attack Roll: +6, range\n40/160 ft. Hit: 1 Piercing damage, and the target has\nthe Charmed condition until the start of the sprite’s\n\n**Heart Sight**\nCharisma Saving Throw: DC 10, one crea-\nture within 5 feet the sprite can see (Celestials, Fiends,\nand Undead automatically fail the save). Failure: The\n\n**Invisibility**\nThe sprite casts Invisibility on itself, requir-\ning no spell components and using Charisma as the	
Spy	Medium, Small	Humanoid		Neutral	12	4	27	6d8	30	0	10	0	15	2	10	0	12	1	14	2	16	3			16	0	Common plus one other language	1	# Actions\n**Shortsword**\nMelee Attack Roll: +4, reach 5 ft. Hit: 5\n(1d6 + 2) Piercing damage plus 7 (2d6) Poison damage.\n\n**Hand Crossbow**\nRanged Attack Roll: +4, range 30/120\n\n**ft**\nHit: 5 (1d6 + 2) Piercing damage plus 7 (2d6) Poi-\n\n# Bonus Actions\n**Cunning Action**\nThe spy takes the Dash, Disengage, or	
Stirge	Tiny	Monstrosity		Unaligned	13	3	5	2d4	0	0	4	-3	16	3	11	0	2	-4	8	-1	6	-2			9	60	None	1/8	# Actions\n**Proboscis**\nMelee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6\n+ 3) Piercing damage, and the stirge attaches to the\n\n**target**\nWhile attached, the stirge can’t make Proboscis\nattacks, and the target takes 5 (2d4) Necrotic damage at\n\n**the start of each of the stirge’s turns**\nThe stirge can detach itself by spending 5 feet of its\n\n**movement**\nThe target or a creature within 5 feet of it	
Stone Giant	Huge	Giant		Neutral	17	5	126	11d12 + 55	40	0	23	6	15	5	20	8	10	0	12	4	9	-1			14	60	Giant	7	# Actions\n**Multiattack**\nThe giant makes two attacks, using Stone\n\n**Stone Club**\nMelee Attack Roll: +9, reach 15 ft. Hit: 22\n(3d10 + 6) Bludgeoning damage.\n\n**Boulder**\nRanged Attack Roll: +9, range 60/240 ft. Hit:\n15 (2d8 + 6) Bludgeoning damage. If the target is a\nLarge or smaller creature, it has the Prone condition.\n\n# Reactions\nDeflect Missile (Recharge 5–6). Trigger: The giant is hit\nby a ranged attack roll and takes Bludgeoning, Pierc-\ning, or Slashing damage from it. Response: The giant\nreduces the damage it takes from the attack by 11 (1d10\n+ 6), and if that damage is reduced to 0, the giant can\n**redirect some of the attack’s force**\nDexterity Saving\nThrow: DC 17, one creature the giant can see within 60\n\n**feet**\nFailure: 11 (1d10 + 6) Force damage.	
Stone Golem	Large	Construct		Unaligned	18	3	220	21d10 + 105	30	0	22	6	9	-1	20	5	3	-4	11	0	1	-5		Poison, Psychic, Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned	10	120	Understands Common plus two other	10	# Traits\n**Immutable Form**\nThe golem can’t shape-shift.\n\n**Magic Resistance**\nThe golem has Advantage on saving\n\n# Actions\n**Multiattack**\nThe golem makes two attacks, using Slam\n\n**Slam**\nMelee Attack Roll: +10, reach 5 ft. Hit: 15 (2d8\n+ 6) Bludgeoning damage plus 9 (2d8) Force damage.\n\n**Force Bolt**\nRanged Attack Roll: +9, range 120 ft. Hit:\n22 (4d10) Force damage.\n\n# Bonus Actions\nSlow (Recharge 5–6). The golem casts the Slow spell,\nrequiring no spell components and using Constitution\nas the spellcasting ability (spell save DC 17).	
Storm Giant	Huge	Giant		Chaotic Good	16	7	230	20d12 + 100	50	25	29	14	14	2	20	10	16	3	20	10	18	9	Cold	Lightning, Thunder	10	120	Common, Giant	13	# Actions\n**Multiattack**\nThe giant makes two attacks, using Storm\n\n**Storm Sword**\nMelee Attack Roll: +14, reach 10 ft.\nHit: 23 (4d6 + 9) Slashing damage plus 13 (3d8) Light-\n\n**Thunderbolt**\nRanged Attack Roll: +14, range 500 ft.\nHit: 22 (2d12 + 9) Lightning damage, and the target has\nthe Blinded and Deafened conditions until the start of\n\n**the giant’s next turn**\nLightning Storm (Recharge 5–6). Dexterity Saving\nThrow: DC 18, each creature in a 10-foot-radius,\n40-foot-high Cylinder originating from a point the giant\n\n**can see within 500 feet**\nFailure: 55 (10d10) Lightning\n\n**damage**\nSuccess: Half damage.\n\n**Spellcasting**\nThe giant casts one of the following spells,\nrequiring no Material components and using Wisdom\nas the spellcasting ability (spell save DC 18):\nAt Will: Detect Magic , Light\n1/Day: Control Weather	
Succubus	Medium	Fiend		Neutral Evil	15	3	71	13d8 + 13	30	60	8	-1	17	3	13	1	15	2	12	1	20	5	Cold, Fire, Poison, Psychic		15	60	Abyssal, Common, Infernal	4	# Traits\n**Incubus Form**\nhen the succubus finishes a Long\nRest, it can shape-shift into an Incubus , using that stat\n\n# Actions\n**Multiattack**\nThe succubus makes one Fiendish Touch\n\n**Fiendish Touch**\nMelee Attack Roll: +7, reach 5 ft. Hit:\n16 (2d10 + 5) Psychic damage.\n\n# Bonus Actions\n**Shape-Shift**\nThe succubus shape-shifts into a Medium\nor Small Humanoid, or it returns to its true form. Its\ngame statistics are the same in each form, except its Fly\n\n**Speed is available only in its true form**\nAny equipment	
Swarm of Crawling Claws	Medium	Swarm of Tiny Undead		Neutral Evil	12	2	49	11d8	30	0	14	2	14	2	11	0	5	-3	10	0	4	-3	Bludgeoning, Piercing, Slashing, Frightened, Grappled, Incapacitated, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned	Necrotic, Poison, Charmed, Exhaustion	10	0	Understands Common but can’t speak	3	# Traits\n**Swarm**\nThe swarm can occupy another creature’s\nspace and vice versa, and the swarm can move\n\n**through any opening large enough for a Tiny creature**\nThe swarm can’t regain Hit Points or gain Temporary\n\n# Actions\n**Swarm of Grasping Hands**\nMelee Attack Roll: +4,\n\n**reach 5 ft**\nHit: 20 (4d8 + 2) Necrotic damage, or 11\n(2d8 + 2) Necrotic damage if the swarm is Bloodied.\nIf the target is a Medium or smaller creature, it has the	
Tarrasque	Gargantuan	Monstrosity	Titan	Unaligned	25	18	697	34d20 + 340	60	0	30	10	11	9	30	10	3	5	11	9	11	9	Bludgeoning, Piercing, Slashing Paralyzed, Poisoned	Fire, Poison, Charmed, Deafened, Frightened	19	0	None	30	# Traits\nLegendary Resistance (6/Day). If the tarrasque fails a\nsaving throw, it can choose to succeed instead.\n**Magic Resistance**\nThe tarrasque has Advantage on sav-\n\n**Reflective Carapace**\nIf the tarrasque is targeted by a\nMagic Missile spell or a spell that requires a ranged\nattack roll, roll 1d6. On a 1–5 , the tarrasque is unaf-\n\n**fected**\nOn a 6 , the tarrasque is unaffected and reects\nthe spell, turning the caster into the target.\n\n**Siege Monster**\nThe tarrasque deals double damage to\n\n# Actions\n**Multiattack**\nThe tarrasque makes one Bite attack\nand three other attacks, using Claw or Tail in any\n\n**Bite**\nMelee Attack Roll: +19, reach 15 ft. Hit: 36 (4d12\n+ 10) Piercing damage, and the target has the Grappled condition (escape DC 20). Until the grapple ends, the\n\n**Claw**\nMelee Attack Roll: +19, reach 15 ft. Hit: 28 (4d8\n+ 10) Slashing damage.\n\n**Tail**\nMelee Attack Roll: +19, reach 30 ft. Hit: 23 (3d8\n+ 10) Bludgeoning damage. If the target is a Huge or\nsmaller creature, it has the Prone condition.\nThunderous Bellow (Recharge 5–6). Constitution Sav-\ning Throw: DC 27, each creature and each object that\n\n**isn’t being worn or carried in a 150-foot Cone**\nFailure:\n78 (12d12) Thunder damage, and the target has the\nDeafened and Frightened conditions until the end of its\n\n**next turn**\nSuccess: Half damage only.\n\n# Bonus Actions\n**Swallow**\nStrength Saving Throw: DC 27, one Large or\nsmaller creature Grappled by the tarrasque (it can have\nup to six creatures swallowed at a time). Failure: The\ntarget is swallowed, and the Grappled condition ends.\nA swallowed creature has the Blinded and Restrained\nconditions and can’t teleport, it has Total Cover against\nattacks and other effects outside the tarrasque, and it\ntakes 56 (16d6) Acid damage at the start of each of the\n\n**tarrasque’s turns**\nIf the tarrasque takes 60 damage or more on a single\nturn from a creature inside it, the tarrasque must suc-\nceed on a DC 20 Constitution saving throw at the end\nof that turn or regurgitate all swallowed creatures, each\nof which falls in a space within 10 feet of the tarrasque\n\n**and has the Prone condition**\nIf the tarrasque dies, any\nswallowed creature no longer has the Restrained con-\ndition and can escape from the corpse using 20 feet of\nmovement, exiting Prone.\n\n# Legendary Actions	
Tough	Medium, Small	Humanoid		Neutral	12	1	32	5d8 + 10	30	0	15	2	12	1	14	2	10	0	10	0	11	0			10	0	Common	1/2	# Traits\n**Pack Tactics**\nThe tough has Advantage on an attack\nroll against a creature if at least one of the tough’s allies\nis within 5 feet of the creature and the ally doesn’t have\n\n# Actions\n**Mace**\nMelee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6\n+ 2) Bludgeoning damage.\n\n**Heavy Crossbow**\nRanged Attack Roll: +3, range\n100/400 ft. Hit: 6 (1d10 + 1) Piercing damage.	
Tough Boss	Medium, Small	Humanoid		Neutral	16	2	82	11d8 + 33	30	0	17	5	14	2	16	5	11	0	10	0	11	2			10	0	Common plus one other language	4	# Traits\n**Pack Tactics**\nThe tough has Advantage on an attack\nroll against a creature if at least one of the tough’s allies\nis within 5 feet of the creature and the ally doesn’t have\n\n# Actions\n**Multiattack**\nThe tough makes two attacks, using War-\n\n**Warhammer**\nMelee Attack Roll: +5, reach 5 ft. Hit: 12\n(2d8 + 3) Bludgeoning damage. If the target is a Large\nor smaller creature, the tough pushes the target up to 10\n\n**Heavy Crossbow**\nRanged Attack Roll: +4, range\n100/400 ft. Hit: 13 (2d10 + 2) Piercing damage. Treant	
Treant	Huge	Plant		Chaotic Good	16	3	138	12d12 + 60	30	0	23	6	8	-1	21	5	12	1	16	3	12	1	Bludgeoning, Piercing		13	0	Common, Druidic, Elvish, Sylvan	9	# Traits\n**Siege Monster**\nThe treant deals double damage to ob-\n\n# Actions\n**Multiattack**\nThe treant makes two Slam attacks.\n\n**Slam**\nMelee Attack Roll: +10, reach 5 ft. Hit: 16 (3d6\n+ 6) Bludgeoning damage.\n\n**Hail of Bark**\nRanged Attack Roll: +10, range 180 ft.\nHit: 28 (4d10 + 6) Piercing damage.\nAnimate Trees (1/Day). The treant magically animates\n\n**up to two trees it can see within 60 feet of itself**\nEach\ntree uses the Treant stat block, except it has Intelligence\nand Charisma scores of 1, it can’t speak, and it lacks\n\n**this action**\nThe tree takes its turn immediately after the\ntreant on the same Initiative count, and it obeys the tre-\n\n**ant**\nA tree remains animate for 1 day or until it dies, the\ntreant dies, or it is more than 120 feet from the treant.	
Troll	Large	Giant		Chaotic Evil	15	1	94	9d10 + 45	30	0	18	4	13	1	20	5	7	-2	9	-1	7	-2			15	60	Giant	5	# Traits\nLoathsome Limbs (4/Day). If the troll ends any turn\nBloodied and took 15+ Slashing damage during that\nturn, one of the troll’s limbs is severed, falls into the\ntroll’s space, and becomes a Troll Limb . The limb acts\n**immediately after the troll’s turn**\nThe troll has 1 Exhaus-\ntion level for each missing limb, and it grows replace-\n\n**Regeneration**\nThe troll regains 15 Hit Points at the start\n\n**of each of its turns**\nIf the troll takes Acid or Fire dam-\nage, this trait doesn’t function on the troll’s next turn.\nThe troll dies only if it starts its turn with 0 Hit Points\n\n# Actions\n**Multiattack**\nThe troll makes three Rend attacks.\n\n**Rend**\nMelee Attack Roll: +7, reach 10 ft. Hit: 11 (2d6\n+ 4) Slashing damage.\n\n# Bonus Actions\n**Charge**\nThe troll moves up to half its Speed straight	
Troll Limb	Small	Giant		Chaotic Evil	13	1	14	4d6	20	0	18	4	12	1	10	0	1	-5	9	-1	1	-5			9	60	None	1/2	# Traits\n**Regeneration**\nThe limb regains 5 Hit Points at the start\n\n**of each of its turns**\nIf the limb takes Acid or Fire dam-\nage, this trait doesn’t function on the limb’s next turn.\nThe limb dies only if it starts its turn with 0 Hit Points\n\n**Troll Spawn**\nThe limb uncannily has the same senses\n\n**as a whole troll**\nIf the limb isn’t destroyed within 24\nhours, roll 1d12. On a 12, the limb turns into a Troll .\nOtherwise, the limb withers away.\n\n# Actions\n**Rend**\nMelee Attack Roll: +6, reach 5 ft. Hit: 9 (2d4 +\n4) Slashing damage. Unicorn	
Unicorn	Large	Celestial		Lawful Good	12	8	97	13d10 + 26	50	0	18	4	14	2	15	2	11	0	17	3	16	3		Poison, Charmed, Paralyzed, Poisoned	13	60	Celestial, Elvish, Sylvan	5	# Traits\nLegendary Resistance (3/Day). If the unicorn fails a sav-\ning throw, it can choose to succeed instead.\n**Magic Resistance**\nThe unicorn has Advantage on sav-\n\n# Actions\n**Multiattack**\nThe unicorn makes one Hooves attack and\n\n**Hooves**\nMelee Attack Roll: +7, reach 5 ft. Hit: 11 (2d6\n+ 4) Bludgeoning damage.\n\n**Radiant Horn**\nMelee Attack Roll: +7, reach 5 ft. Hit: 9\n(1d10 + 4) Radiant damage.\n\n**Spellcasting**\nThe unicorn casts one of the following\nspells, requiring no spell components and using Cha-\nrisma as the spellcasting ability (spell save DC 14):\nAt Will: Detect Evil and Good , Druidcraft\n1/Day Each: Calm Emotions , Dispel Evil and Good , En-\ntangle , Pass without Trace , Word of Recall\n\n# Bonus Actions\nUnicorn’s Blessing (3/Day). The unicorn touches an-\nother creature with its horn and casts Cure Wounds\nor Lesser Restoration on that creature, using the same\n# Legendary Actions	
Vampire	Medium, Small	Undead		Lawful Evil	16	14	195	23d8 + 92	40	0	18	4	18	9	18	9	17	3	15	7	18	9	Necrotic		17	120	Common plus two other languages	13	# Traits\nLegendary Resistance (3/Day, or 4/Day in Lair). If\nthe vampire fails a saving throw, it can choose to suc-\n**Misty Escape**\nIf the vampire drops to 0 Hit Points out-\nside its resting place, the vampire uses Shape-Shift to\nbecome mist (no action required). If it can’t use Shape-\nShift, it is destroyed.\nWhile it has 0 Hit Points in mist form, it can’t return\nto its vampire form, and it must reach its resting place\n\n**within 2 hours or be destroyed**\nOnce in its resting\nplace, it returns to its vampire form and has the Para-\nlyzed condition until it regains any Hit Points, and it\n\n**Spider Climb**\nThe ampire can climb difficult surfaces,\nincluding along ceilings, without needing to make an\n\n**Vampire Weakness**\nThe vampire has these\nweaknesses:\n\n**Forbiddance**\nThe vampire can’t enter a residence with-\n\n**Running Water**\nThe vampire takes 20 Acid damage if it\n\n**Stake to the Heart**\nIf a weapon that deals Piercing\ndamage is driven into the vampire’s heart while the\nvampire has the Incapacitated condition in its resting\nplace, the vampire has the Paralyzed condition until\n\n**Sunlight**\nThe vampire takes 20 Radiant damage if it\n\n**starts its turn in sunlight**\nWhile in sunlight, it has Dis-\n\n# Actions\nMultiattack (Vampire Form Only). The vampire makes\n**two Grave Strike attacks and uses Bite**\nGrave Strike (Vampire Form Only). Melee Attack Roll:\n+9, reach 5 ft. Hit: 8 (1d8 + 4) Bludgeoning damage\nplus 7 (2d6) Necrotic damage. If the target is a Large or\nsmaller creature, it has the Grappled condition (escape\nDC 14) from one of two hands.\nBite (Bat or Vampire Form Only). Constitution Saving\nThrow: DC 17, one creature within 5 feet that is willing\nor that has the Grappled, Incapacitated, or Restrained\n\n**condition**\nFailure: 6 (1d4 + 4) Piercing damage plus 13\n(3d8) Necrotic damage. The target’s Hit Point maximum decreases by an amount equal to the Necrotic damage\ntaken, and the vampire regains Hit Points equal to that\n\n**amount**\nA Humanoid reduced to 0 Hit Points by this\ndamage and then buried rises the following sunset as a\n\n# Bonus Actions\nCharm (Recharge 5–6). The vampire casts Charm Per-\nson , requiring no spell components and using Charisma\nas the spellcasting ability (spell save DC 17), and the\n**duration is 24 hours**\nThe Charmed target is a willing\nrecipient of the vampire’s Bite, the damage of which\n\n**doesn’t end the spell**\nWhen the spell ends, the target is\n\n**Shape-Shift**\nIf the vampire isn’t in sunlight or running\nwater, it shape-shifts into a Tiny bat (Speed 5 ft., Fly\n\n**Speed 30 ft**\n) or a Medium cloud of mist (Speed 5 ft.,\n\n**Fly Speed 20 ft**\n[hover]), or it returns to its vampire\n\n**form**\nAnything it is wearing transforms with it.\nWhile in bat form, the vampire can’t speak. Its game\nstatistics, other than its size and Speed, are unchanged.\nWhile in mist form, the vampire can’t take any ac-\ntions, speak, or manipulate objects. It is weightless and\n\n**can enter an enemy’s space and stop there**\nIf air can\npass through a space, the mist can do so, but it can’t\n\n**pass through liquid**\nIt has Resistance to all damage, ex-\n\n# Legendary Actions	
Vampire Familiar	Medium, Small	Humanoid		Neutral Evil	15	5	65	10d8 + 20	30	0	17	3	16	5	15	2	10	0	10	2	14	2	Necrotic	Charmed	14	60	Common plus one other language	3	# Traits\n**Vampiric Connection**\nWhile the familiar and its vam-\npire master are on the same plane of existence, the\nvampire can communicate with the familiar telepathi-\ncally, and the vampire can perceive through the famil-\n\n# Actions\n**Multiattack**\nThe familiar makes two Umbral Dag-\n\n**Umbral Dagger**\nMelee or Ranged Attack Roll: +5,\n\n**reach 5 ft**\nor range 20/60 ft. Hit: 5 (1d4 + 3) Piercing\ndamage plus 7 (3d4) Necrotic damage. If the target\nis reduced to 0 Hit Points by this attack, the target\nbecomes Stable but has the Poisoned condition for 1\n\n**hour**\nWhile it has the Poisoned condition, the target\n\n# Bonus Actions\n**Deathless Agility**\nThe familiar takes the Dash or Disen-	
Vampire Spawn	Medium, Small	Undead		Neutral Evil	16	3	90	12d8 + 36	0	0	16	3	16	6	16	3	11	0	10	3	12	1	Necrotic		13	60	Common plus one other language	5	# Traits\n**Spider Climb**\nThe ampire can climb difficult surfaces,\nincluding along ceilings, without needing to make an\n\n**Vampire Weakness**\nThe vampire has these\nweaknesses:\n\n**Forbiddance**\nThe vampire can’t enter a residence with-\n\n**Running Water**\nThe vampire takes 20 Acid damage if it\n\n**Stake to the Heart**\nThe vampire is destroyed if a\nweapon that deals Piercing damage is driven into the\nvampire’s heart while the vampire has the Incapaci-\n\n**Sunlight**\nThe vampire takes 20 Radiant damage if it\n\n**starts its turn in sunlight**\nWhile in sunlight, it has Dis-\n\n# Actions\n**Multiattack**\nThe vampire makes two Claw attacks and\n\n**Claw**\nMelee Attack Roll: +6, reach 5 ft. Hit: 8 (2d4 + 3)\n\n**Slashing damage**\nIf the target is a Medium or smaller\ncreature, it has the Grappled condition (escape DC 13)\n\n**Bite**\nConstitution Saving Throw: DC 14, one creature\nwithin 5 feet that is willing or that has the Grappled,\nIncapacitated, or Restrained condition. Failure: 5 (1d4\n+ 3) Piercing damage plus 10 (3d6) Necrotic dam-\n\n**age**\nThe target’s Hit Point maximum decreases by an\namount equal to the Necrotic damage taken, and the\n\n# Bonus Actions\n**Deathless Agility**\nThe vampire takes the Dash or Dis-	
Violet Fungus	Medium	Plant		Unaligned	5	5	18	4d8	5	0	3	-4	1	-5	10	0	1	-5	3	-4	1	-5		Blinded, Charmed, Deafened, Frightened	6	0	None	1/4	# Actions\n**Multiattack**\nThe fungus makes two Rotting\n\n**Rotting Touch**\nMelee Attack Roll: +2, reach 10 ft. Hit:\n4 (1d8) Necrotic damage.	
Vrock	Large	Fiend	Demon	Chaotic Evil	15	2	152	16d10 + 64	40	60	17	3	15	5	18	4	8	-1	13	4	8	2	Cold, Fire, Lightning	Poison, Poisoned	11	120	Abyssal	6	# Traits\n**Demonic Restoration**\nIf the vrock dies outside the\nAbyss, its body dissolves into ichor, and it gains a new\nbody instantly, reviving with all its Hit Points some-\n\n**Magic Resistance**\nThe vrock has Advantage on saving\n\n# Actions\n**Multiattack**\nThe vrock makes two Shred attacks.\n\n**Shred**\nMelee Attack Roll: +6, reach 5 ft. Hit: 10 (2d6\n+ 3) Piercing damage plus 10 (3d6) Poison damage.\nSpores (Recharge 6). Constitution Saving Throw: DC\n15, each creature in a 20-foot Emanation originating\n\n**from the vrock**\nFailure: The target has the Poisoned\ncondition and repeats the save at the end of each of its\nturns, ending the effect on itself on a success. While\nPoisoned, the target takes 5 (1d10) Poison damage at\n\n**the start of each of its turns**\nmptying a ask of Holy\n\n**Water on the target ends the effect early**\nStunning Screech (1/Day). Constitution Saving Throw:\nDC 15, each creature in a 20-foot Emanation originating\nfrom the vrock (demons succeed automatically). Fail-\nure: 10 (3d6) Thunder damage, and the target has the	
Warhorse Skeleton	Large	Undead		Lawful Evil	13	1	22	3d10 + 6	60	0	18	4	12	1	15	2	2	-4	8	-1	5	-3		Poison, Exhaustion, Poisoned	9	60	None	1/2	# Actions\n**Hooves**\nMelee Attack Roll: +6, reach 5 ft. Hit: 7 (1d6\n+ 4) Bludgeoning damage. If the target is a Large or\nsmaller creature and the skeleton moved 20+ feet\nstraight toward it immediately before the hit, the target	
Warrior Infantry	Medium, Small	Humanoid		Neutral	13	0	9	2d8	30	0	13	1	11	0	11	0	8	-1	11	0	8	-1			10	0	Common	1/8	# Actions\n**Spear**\nMelee or Ranged Attack Roll: +3, reach 5 ft. or\nrange 20/60 ft. Hit: 4 (1d6 + 1) Piercing damage.	
Warrior Veteran	Medium, Small	Humanoid		Neutral	17	3	65	10d8 + 20	30	0	16	3	13	1	14	2	10	0	11	0	10	0			12	0	Common plus one other language	3	# Actions\n**Multiattack**\nThe warrior makes two Greatsword or\n\n**Greatsword**\nMelee Attack Roll: +5, reach 5 ft. Hit: 10\n(2d6 + 3) Slashing damage.\n\n**Heavy Crossbow**\nRanged Attack Roll: +3, range\n100/400 ft. Hit: 12 (2d10 + 1) Piercing damage.\n\n# Reactions\n**Parry**\nTrigger: The warrior is hit by a melee attack roll\n\n**while holding a weapon**\nResponse: The warrior adds 2\nto its AC against that attack, possibly causing it to miss.	
